CGI_ECGI_NCGI;eNB_gNB;CI
268-06-491633;;
268-06-554095;;
268-06-554096;;
268-06-554097;;
268-06-551791;;
268-06-551792;;
268-06-551793;;
268-06-1896559;;
268-06-1896560;;
268-06-1896561;;
268-06-843375;;
268-06-843376;;
268-06-843377;;
268-06-592495;;
268-06-592496;;
268-06-592497;;
268-06-624751;;
268-06-624752;;
268-06-624753;;
268-06-559727;;
268-06-559728;;
268-06-559729;;
268-06-1831535;;
268-06-1831536;;
268-06-1831537;;
268-06-1488751;;
268-06-1488752;;
268-06-1488753;;
268-06-619375;;
268-06-619376;;
268-06-619377;;
268-06-1952623;;
268-06-1952624;;
268-06-1952625;;
268-06-491119;;
268-06-491120;;
268-06-491121;;
268-06-562031;;
268-06-2178415;;
268-06-2178416;;
268-06-2178417;;
268-06-2159471;;
268-06-2159472;;
268-06-2159473;;
268-06-1450351;;
268-06-1450352;;
268-06-1450353;;
268-06-2133103;;
268-06-2133104;;
268-06-2133105;;
268-06-1423471;;
268-06-1523567;;
268-06-344431;;
268-06-361583;;
268-06-1423472;;
268-06-1523568;;
268-06-344432;;
268-06-361584;;
268-06-344433;;
268-06-361585;;
268-06-2158447;;
268-06-2158448;;
268-06-874351;;
268-06-874352;;
268-06-874353;;
268-06-487535;;
268-06-487536;;
268-06-487537;;
268-06-1957487;;
268-06-1957488;;
268-06-1957489;;
268-06-490351;;
268-06-490352;;
268-06-490353;;
268-06-1495407;;
268-06-1495408;;
268-06-1495409;;
268-06-619119;;
268-06-619120;;
268-06-619121;;
268-06-487791;;
268-06-487792;;
268-06-487793;;
268-06-489071;;
268-06-489072;;
268-06-489073;;
268-06-365167;;
268-06-487023;;
268-06-488047;;
268-06-555119;;
268-06-365168;;
268-06-487024;;
268-06-488048;;
268-06-555120;;
268-06-365169;;
268-06-487025;;
268-06-488049;;
268-06-555121;;
268-06-486255;;
268-06-486256;;
268-06-486257;;
268-06-618607;;
268-06-618608;;
268-06-618609;;
268-06-561519;;
268-06-561520;;
268-06-561521;;
268-06-488303;;
268-06-488304;;
268-06-488305;;
268-06-626031;;
268-06-626032;;
268-06-626033;;
268-06-554351;;
268-06-554352;;
268-06-554353;;
268-06-627823;;
268-06-627824;;
268-06-627825;;
268-06-1959023;;
268-06-1959024;;
268-06-1959025;;
268-06-1957231;;
268-06-1957232;;
268-06-1957233;;
268-06-615535;;
268-06-615536;;
268-06-615537;;
268-06-2103919;;
268-06-2103920;;
268-06-2103921;;
268-06-1962607;;
268-06-1962608;;
268-06-1962609;;
268-06-1956975;;
268-06-555375;;
268-06-627567;;
268-06-1956976;;
268-06-555376;;
268-06-627568;;
268-06-1956977;;
268-06-555377;;
268-06-627569;;
268-06-1463151;;
268-06-1463152;;
268-06-1463153;;
268-06-627055;;
268-06-627056;;
268-06-627057;;
268-06-872815;;
268-06-872816;;
268-06-872817;;
268-06-2076783;;
268-06-2076784;;
268-06-2076785;;
268-06-1440879;;
268-06-1440880;;
268-06-1448559;;
268-06-1448560;;
268-06-1448561;;
268-06-1506159;;
268-06-359535;;
268-06-1506160;;
268-06-359536;;
268-06-1506161;;
268-06-359537;;
268-06-2131567;;
268-06-2131568;;
268-06-2131569;;
268-06-1572207;;
268-06-1572208;;
268-06-1572209;;
268-06-1929583;;
268-06-1929584;;
268-06-1929585;;
268-06-1421679;;
268-06-1421680;;
268-06-1421681;;
268-06-2128495;;
268-06-2128496;;
268-06-2128497;;
268-06-2092655;;
268-06-2092656;;
268-06-2092657;;
268-06-361839;;
268-06-361840;;
268-06-361841;;
268-06-486511;;
268-06-497519;;
268-06-507759;;
268-06-712815;;
268-06-486512;;
268-06-497520;;
268-06-507760;;
268-06-712816;;
268-06-486513;;
268-06-497521;;
268-06-507761;;
268-06-712817;;
268-06-364911;;
268-06-364912;;
268-06-364913;;
268-06-498287;;
268-06-498288;;
268-06-498289;;
268-06-1629295;;
268-06-1629296;;
268-06-1629297;;
268-06-1431663;;
268-06-1431664;;
268-06-1431665;;
268-06-687983;;
268-06-687984;;
268-06-687985;;
268-06-552815;;
268-06-552816;;
268-06-552817;;
268-06-1958255;;
268-06-1958256;;
268-06-1958257;;
268-06-946799;;
268-06-946800;;
268-06-946801;;
268-06-2049135;;
268-06-2049136;;
268-06-2049137;;
268-06-508527;;
268-06-508528;;
268-06-508529;;
268-06-487279;;
268-06-487280;;
268-06-487281;;
268-06-1962095;;
268-06-1962096;;
268-06-1962097;;
268-06-1635183;;
268-06-1635184;;
268-06-1635185;;
268-06-488815;;
268-06-488816;;
268-06-488817;;
268-06-2188655;;
268-06-2188656;;
268-06-2188657;;
268-06-827247;;
268-06-827248;;
268-06-827249;;
268-06-560495;;
268-06-560496;;
268-06-560497;;
268-06-486767;;
268-06-486768;;
268-06-486769;;
268-06-625775;;
268-06-625776;;
268-06-625777;;
268-06-363887;;
268-06-363888;;
268-06-363889;;
268-06-359279;;
268-06-359280;;
268-06-359281;;
268-06-1558895;;
268-06-1558896;;
268-06-1558897;;
268-06-2164591;;
268-06-2164592;;
268-06-2164593;;
268-06-1518191;;
268-06-1518192;;
268-06-484975;;
268-06-484976;;
268-06-484977;;
268-06-1930607;;
268-06-1930608;;
268-06-1930609;;
268-06-362095;;
268-06-362096;;
268-06-362097;;
268-06-1867119;;
268-06-1867120;;
268-06-1867121;;
268-06-617839;;
268-06-617840;;
268-06-617841;;
268-06-561007;;
268-06-561008;;
268-06-1961071;;
268-06-1961072;;
268-06-1961073;;
268-06-1550703;;
268-06-1550704;;
268-06-1550705;;
268-06-2114415;;
268-06-2114416;;
268-06-2114417;;
268-06-622703;;
268-06-622704;;
268-06-622705;;
268-06-2129263;;
268-06-2129264;;
268-06-2129265;;
268-06-1908847;;
268-06-1908848;;
268-06-1908849;;
268-06-501359;;
268-06-501360;;
268-06-501361;;
268-06-1907055;;
268-06-1907056;;
268-06-1907057;;
268-06-1808239;;
268-06-1808240;;
268-06-1808241;;
268-06-1871727;;
268-06-1871728;;
268-06-1871729;;
268-06-1487983;;
268-06-1487984;;
268-06-1487985;;
268-06-1874287;;
268-06-1874288;;
268-06-1874289;;
268-06-875375;;
268-06-875376;;
268-06-359023;;
268-06-364143;;
268-06-359024;;
268-06-364144;;
268-06-359025;;
268-06-364145;;
268-06-1480559;;
268-06-1480560;;
268-06-363631;;
268-06-363632;;
268-06-843631;;
268-06-843632;;
268-06-843633;;
268-06-263535;;
268-06-263536;;
268-06-263537;;
268-06-257391;;
268-06-257392;;
268-06-257393;;
268-06-494703;;
268-06-494704;;
268-06-494705;;
268-06-262767;;
268-06-262768;;
268-06-262769;;
268-06-259183;;
268-06-259184;;
268-06-259185;;
268-06-1600111;;
268-06-1600112;;
268-06-1600113;;
268-06-278895;;
268-06-278896;;
268-06-278897;;
268-06-565103;;
268-06-565104;;
268-06-565105;;
268-06-1916783;;
268-06-1916784;;
268-06-1916785;;
268-06-261999;;
268-06-262000;;
268-06-262001;;
268-06-1897071;;
268-06-1897072;;
268-06-1897073;;
268-06-261231;;
268-06-261232;;
268-06-261233;;
268-06-1917295;;
268-06-1917296;;
268-06-1917297;;
268-06-638063;;
268-06-638064;;
268-06-638065;;
268-06-508015;;
268-06-508016;;
268-06-508017;;
268-06-1542767;;
268-06-1542768;;
268-06-1542769;;
268-06-1425519;;
268-06-1425520;;
268-06-1425521;;
268-06-350319;;
268-06-350320;;
268-06-350321;;
268-06-1827951;;
268-06-1827952;;
268-06-1827953;;
268-06-1547119;;
268-06-1547120;;
268-06-1547121;;
268-06-566383;;
268-06-566384;;
268-06-566385;;
268-06-1964399;;
268-06-1964400;;
268-06-1424751;;
268-06-1424752;;
268-06-1424753;;
268-06-1805935;;
268-06-1805936;;
268-06-1805937;;
268-06-877935;;
268-06-877936;;
268-06-877937;;
268-06-1908079;;
268-06-1908080;;
268-06-1908081;;
268-06-1525103;;
268-06-1549935;;
268-06-350831;;
268-06-1525104;;
268-06-1549936;;
268-06-350832;;
268-06-1525105;;
268-06-1549937;;
268-06-350833;;
268-06-872303;;
268-06-872304;;
268-06-872305;;
268-06-1961583;;
268-06-2053999;;
268-06-2054000;;
268-06-2054001;;
268-06-2095983;;
268-06-2095984;;
268-06-2095985;;
268-06-1965679;;
268-06-1965680;;
268-06-1452655;;
268-06-1452656;;
268-06-1452657;;
268-06-1498479;;
268-06-1498480;;
268-06-1498481;;
268-06-623983;;
268-06-623984;;
268-06-623985;;
268-06-2084463;;
268-06-2084464;;
268-06-2084465;;
268-06-1423727;;
268-06-1423728;;
268-06-1531247;;
268-06-1531248;;
268-06-1531249;;
268-06-1531759;;
268-06-1531760;;
268-06-1531761;;
268-06-351087;;
268-06-351088;;
268-06-351089;;
268-06-615023;;
268-06-615024;;
268-06-615025;;
268-06-617071;;
268-06-617072;;
268-06-617073;;
268-06-1539183;;
268-06-489839;;
268-06-1539184;;
268-06-489840;;
268-06-489841;;
268-06-361071;;
268-06-361072;;
268-06-361073;;
268-06-1965423;;
268-06-1965424;;
268-06-1965425;;
268-06-554863;;
268-06-554864;;
268-06-554865;;
268-06-619887;;
268-06-619888;;
268-06-619889;;
268-06-1961327;;
268-06-1961328;;
268-06-1961329;;
268-06-1964143;;
268-06-1964144;;
268-06-1964145;;
268-06-615279;;
268-06-615280;;
268-06-615281;;
268-06-490095;;
268-06-490096;;
268-06-490097;;
268-06-1469551;;
268-06-1469552;;
268-06-1469553;;
268-06-1449583;;
268-06-1449584;;
268-06-1449585;;
268-06-1433711;;
268-06-1492335;;
268-06-1632367;;
268-06-350575;;
268-06-1433712;;
268-06-1492336;;
268-06-1632368;;
268-06-350576;;
268-06-1433713;;
268-06-1492337;;
268-06-1632369;;
268-06-350577;;
268-06-1959791;;
268-06-1959792;;
268-06-1959793;;
268-06-2069359;;
268-06-2069360;;
268-06-2069361;;
268-06-1492591;;
268-06-1492592;;
268-06-1492593;;
268-06-483951;;
268-06-483952;;
268-06-483953;;
268-06-1453167;;
268-06-1453168;;
268-06-1453169;;
268-06-491375;;
268-06-491376;;
268-06-491377;;
268-06-553071;;
268-06-564079;;
268-06-624495;;
268-06-553072;;
268-06-564080;;
268-06-624496;;
268-06-553073;;
268-06-564081;;
268-06-624497;;
268-06-2177647;;
268-06-2177648;;
268-06-2177649;;
268-06-559215;;
268-06-559216;;
268-06-508783;;
268-06-508784;;
268-06-508785;;
268-06-558447;;
268-06-558448;;
268-06-558449;;
268-06-1634415;;
268-06-1634416;;
268-06-1634417;;
268-06-489583;;
268-06-489584;;
268-06-489585;;
268-06-419439;;
268-06-419440;;
268-06-419441;;
268-06-419442;;
268-06-499567;;
268-06-499568;;
268-06-499569;;
268-06-619631;;
268-06-619632;;
268-06-619633;;
268-06-553583;;
268-06-553584;;
268-06-553585;;
268-06-617327;;
268-06-617328;;
268-06-617329;;
268-06-508271;;
268-06-508272;;
268-06-508273;;
268-06-560239;;
268-06-560240;;
268-06-560241;;
268-06-1963887;;
268-06-1963888;;
268-06-1963889;;
268-06-484719;;
268-06-484720;;
268-06-484721;;
268-06-1957743;;
268-06-1957744;;
268-06-1957745;;
268-06-1422447;;
268-06-1422448;;
268-06-1422449;;
268-06-1963119;;
268-06-1963120;;
268-06-509039;;
268-06-509040;;
268-06-509041;;
268-06-622959;;
268-06-622960;;
268-06-622961;;
268-06-1415535;;
268-06-1956463;;
268-06-1415536;;
268-06-1956464;;
268-06-1415537;;
268-06-1956465;;
268-06-1896815;;
268-06-1896816;;
268-06-1896817;;
268-06-1810799;;
268-06-1810800;;
268-06-1810801;;
268-06-2107247;;
268-06-2107248;;
268-06-2107249;;
268-06-624239;;
268-06-624240;;
268-06-624241;;
268-06-554607;;
268-06-554608;;
268-06-554609;;
268-06-625007;;
268-06-625008;;
268-06-625009;;
268-06-1817199;;
268-06-1817200;;
268-06-1817201;;
268-06-980847;;
268-06-980848;;
268-06-683887;;
268-06-683888;;
268-06-683889;;
268-06-623471;;
268-06-623472;;
268-06-623473;;
268-06-1952367;;
268-06-1952368;;
268-06-1952369;;
268-06-2155119;;
268-06-2155120;;
268-06-2155121;;
268-06-559983;;
268-06-559984;;
268-06-559985;;
268-06-1509743;;
268-06-485743;;
268-06-1509744;;
268-06-485744;;
268-06-1509745;;
268-06-485745;;
268-06-558703;;
268-06-558704;;
268-06-509295;;
268-06-509296;;
268-06-509297;;
268-06-485999;;
268-06-486000;;
268-06-486001;;
268-06-1964911;;
268-06-1964912;;
268-06-1964913;;
268-06-2089839;;
268-06-2089840;;
268-06-2089841;;
268-06-1952111;;
268-06-1952112;;
268-06-1952113;;
268-06-1956719;;
268-06-1956720;;
268-06-1956721;;
268-06-1959279;;
268-06-1959280;;
268-06-1959281;;
268-06-484207;;
268-06-484208;;
268-06-484209;;
268-06-490863;;
268-06-490864;;
268-06-490865;;
268-06-1965167;;
268-06-1965168;;
268-06-1965169;;
268-06-623727;;
268-06-623728;;
268-06-623729;;
268-06-1114479;;
268-06-1115759;;
268-06-2097007;;
268-06-1114480;;
268-06-1115760;;
268-06-2097008;;
268-06-1115761;;
268-06-2097009;;
268-06-880751;;
268-06-880752;;
268-06-880753;;
268-06-1812591;;
268-06-1812592;;
268-06-1812593;;
268-06-433775;;
268-06-433776;;
268-06-433777;;
268-06-1113967;;
268-06-1116527;;
268-06-1212271;;
268-06-1113968;;
268-06-1116528;;
268-06-1212272;;
268-06-1113969;;
268-06-1212273;;
268-06-2177391;;
268-06-2177392;;
268-06-2177393;;
268-06-1205103;;
268-06-1205104;;
268-06-2156911;;
268-06-2156912;;
268-06-1108335;;
268-06-1108336;;
268-06-1108337;;
268-06-1103727;;
268-06-2108527;;
268-06-368239;;
268-06-368240;;
268-06-368241;;
268-06-368495;;
268-06-368496;;
268-06-368497;;
268-06-850287;;
268-06-850288;;
268-06-850289;;
268-06-1711471;;
268-06-1711472;;
268-06-1711473;;
268-06-370287;;
268-06-370288;;
268-06-370289;;
268-06-861551;;
268-06-861552;;
268-06-861553;;
268-06-861554;;
268-06-910959;;
268-06-919407;;
268-06-910960;;
268-06-919408;;
268-06-910961;;
268-06-919409;;
268-06-371823;;
268-06-940911;;
268-06-371824;;
268-06-940912;;
268-06-371825;;
268-06-940913;;
268-06-2158959;;
268-06-2158960;;
268-06-2158961;;
268-06-2087791;;
268-06-2087792;;
268-06-2087793;;
268-06-1586287;;
268-06-1586288;;
268-06-1586289;;
268-06-1598319;;
268-06-1598320;;
268-06-1598321;;
268-06-1701999;;
268-06-1702000;;
268-06-1702001;;
268-06-2091375;;
268-06-2091376;;
268-06-2091377;;
268-06-1211503;;
268-06-1211504;;
268-06-1210479;;
268-06-1210480;;
268-06-1210481;;
268-06-2140015;;
268-06-2140016;;
268-06-2140017;;
268-06-779375;;
268-06-779376;;
268-06-779377;;
268-06-416111;;
268-06-416112;;
268-06-416113;;
268-06-889455;;
268-06-889456;;
268-06-338799;;
268-06-338800;;
268-06-338801;;
268-06-2055535;;
268-06-2055536;;
268-06-2055537;;
268-06-920687;;
268-06-920688;;
268-06-920689;;
268-06-1211759;;
268-06-746351;;
268-06-929903;;
268-06-1211760;;
268-06-746352;;
268-06-929904;;
268-06-1211761;;
268-06-746353;;
268-06-929905;;
268-06-1791343;;
268-06-1791344;;
268-06-1791345;;
268-06-830319;;
268-06-1210991;;
268-06-1110127;;
268-06-1110128;;
268-06-1110129;;
268-06-1102703;;
268-06-1102704;;
268-06-1102705;;
268-06-1606255;;
268-06-1606256;;
268-06-1606257;;
268-06-1699695;;
268-06-1699696;;
268-06-1699697;;
268-06-670831;;
268-06-670832;;
268-06-670833;;
268-06-1690223;;
268-06-1690224;;
268-06-1690225;;
268-06-1413999;;
268-06-1414000;;
268-06-1414001;;
268-06-1244271;;
268-06-1244272;;
268-06-1773423;;
268-06-1773424;;
268-06-1773425;;
268-06-1699951;;
268-06-1699952;;
268-06-1699953;;
268-06-1212527;;
268-06-1212528;;
268-06-1212529;;
268-06-1798511;;
268-06-1798512;;
268-06-1798513;;
268-06-1775727;;
268-06-1775728;;
268-06-1775729;;
268-06-337519;;
268-06-337520;;
268-06-337521;;
268-06-841583;;
268-06-841584;;
268-06-841585;;
268-06-1106543;;
268-06-1106544;;
268-06-1106545;;
268-06-1786991;;
268-06-1786992;;
268-06-1786993;;
268-06-374127;;
268-06-374128;;
268-06-374129;;
268-06-936815;;
268-06-936816;;
268-06-936817;;
268-06-913007;;
268-06-913008;;
268-06-913009;;
268-06-1604719;;
268-06-1604720;;
268-06-1604721;;
268-06-374383;;
268-06-930415;;
268-06-374384;;
268-06-930416;;
268-06-374385;;
268-06-930417;;
268-06-1711215;;
268-06-1711216;;
268-06-1711217;;
268-06-912495;;
268-06-926063;;
268-06-912496;;
268-06-926064;;
268-06-912497;;
268-06-416879;;
268-06-416880;;
268-06-416881;;
268-06-375151;;
268-06-375152;;
268-06-375153;;
268-06-1714031;;
268-06-1714032;;
268-06-1714033;;
268-06-1578607;;
268-06-1578608;;
268-06-1578609;;
268-06-1714543;;
268-06-1714544;;
268-06-1714545;;
268-06-1714287;;
268-06-1714288;;
268-06-1714289;;
268-06-1576815;;
268-06-1576816;;
268-06-1576817;;
268-06-1585775;;
268-06-1585776;;
268-06-1585777;;
268-06-912751;;
268-06-912752;;
268-06-912753;;
268-06-1586031;;
268-06-1586032;;
268-06-1586033;;
268-06-374895;;
268-06-374896;;
268-06-374897;;
268-06-926831;;
268-06-926832;;
268-06-926833;;
268-06-855407;;
268-06-855408;;
268-06-855409;;
268-06-855410;;
268-06-2252143;;
268-06-1704303;;
268-06-1704304;;
268-06-1704305;;
268-06-2126447;;
268-06-2126448;;
268-06-2126449;;
268-06-1774959;;
268-06-1774960;;
268-06-1774961;;
268-06-1096815;;
268-06-1096816;;
268-06-1096817;;
268-06-1723247;;
268-06-1723248;;
268-06-1723249;;
268-06-1109103;;
268-06-1109104;;
268-06-1109105;;
268-06-1648495;;
268-06-338287;;
268-06-340079;;
268-06-1648496;;
268-06-338288;;
268-06-340080;;
268-06-1648497;;
268-06-338289;;
268-06-340081;;
268-06-1108847;;
268-06-1108848;;
268-06-1108849;;
268-06-1190511;;
268-06-1190512;;
268-06-1190513;;
268-06-1605999;;
268-06-1606000;;
268-06-1606001;;
268-06-2141295;;
268-06-2141296;;
268-06-2141297;;
268-06-1115503;;
268-06-1115504;;
268-06-1115505;;
268-06-337263;;
268-06-337264;;
268-06-337265;;
268-06-1022831;;
268-06-1114991;;
268-06-1698415;;
268-06-2093935;;
268-06-1022832;;
268-06-1114992;;
268-06-1698416;;
268-06-2093936;;
268-06-1022833;;
268-06-1114993;;
268-06-1698417;;
268-06-2093937;;
268-06-1108591;;
268-06-1108592;;
268-06-1108593;;
268-06-1794927;;
268-06-1794928;;
268-06-1794929;;
268-06-1131631;;
268-06-1193583;;
268-06-1226095;;
268-06-2072943;;
268-06-1131632;;
268-06-1193584;;
268-06-1226096;;
268-06-2072944;;
268-06-1131633;;
268-06-2072945;;
268-06-2072946;;
268-06-2073455;;
268-06-2073456;;
268-06-2073457;;
268-06-1129071;;
268-06-1129072;;
268-06-1129073;;
268-06-1129327;;
268-06-1757551;;
268-06-1129328;;
268-06-1757552;;
268-06-1129329;;
268-06-821871;;
268-06-821872;;
268-06-821873;;
268-06-1786223;;
268-06-1786224;;
268-06-1786225;;
268-06-1144431;;
268-06-1144432;;
268-06-1144433;;
268-06-1220463;;
268-06-1220464;;
268-06-1220465;;
268-06-906863;;
268-06-906864;;
268-06-906865;;
268-06-1760879;;
268-06-1760880;;
268-06-2132079;;
268-06-2132080;;
268-06-2132081;;
268-06-882287;;
268-06-882288;;
268-06-635759;;
268-06-635760;;
268-06-635761;;
268-06-281455;;
268-06-281456;;
268-06-281457;;
268-06-988271;;
268-06-988272;;
268-06-988273;;
268-06-1012335;;
268-06-1012336;;
268-06-1012337;;
268-06-1032047;;
268-06-1032048;;
268-06-1017967;;
268-06-1017968;;
268-06-1017969;;
268-06-575343;;
268-06-575344;;
268-06-575345;;
268-06-1006959;;
268-06-1006960;;
268-06-1006961;;
268-06-1011823;;
268-06-1011824;;
268-06-1011825;;
268-06-987247;;
268-06-987248;;
268-06-987249;;
268-06-1066607;;
268-06-1066608;;
268-06-1066609;;
268-06-1761391;;
268-06-1761392;;
268-06-1761393;;
268-06-575087;;
268-06-575088;;
268-06-575089;;
268-06-370031;;
268-06-370032;;
268-06-370033;;
268-06-569199;;
268-06-569200;;
268-06-574575;;
268-06-574576;;
268-06-948847;;
268-06-948848;;
268-06-376687;;
268-06-376688;;
268-06-376689;;
268-06-1016943;;
268-06-368751;;
268-06-1016944;;
268-06-368752;;
268-06-1016945;;
268-06-368753;;
268-06-574319;;
268-06-574320;;
268-06-1003119;;
268-06-1003120;;
268-06-1003121;;
268-06-1011055;;
268-06-1011056;;
268-06-1011057;;
268-06-648815;;
268-06-648816;;
268-06-648817;;
268-06-1021551;;
268-06-1021552;;
268-06-1021553;;
268-06-991599;;
268-06-991600;;
268-06-431727;;
268-06-431728;;
268-06-431729;;
268-06-1195887;;
268-06-1195888;;
268-06-1195889;;
268-06-1720175;;
268-06-1785711;;
268-06-1785712;;
268-06-1785713;;
268-06-1131375;;
268-06-1624943;;
268-06-1131376;;
268-06-1624944;;
268-06-1131377;;
268-06-1624945;;
268-06-407666;;
268-06-1130351;;
268-06-1221999;;
268-06-407663;;
268-06-1130352;;
268-06-1222000;;
268-06-407664;;
268-06-1130353;;
268-06-1222001;;
268-06-407665;;
268-06-1222002;;
268-06-1611887;;
268-06-732783;;
268-06-449391;;
268-06-449392;;
268-06-449393;;
268-06-2259823;;
268-06-448623;;
268-06-2259824;;
268-06-448624;;
268-06-448625;;
268-06-2099823;;
268-06-2099824;;
268-06-2099825;;
268-06-1004911;;
268-06-1004912;;
268-06-1004913;;
268-06-1754223;;
268-06-993391;;
268-06-1754224;;
268-06-993392;;
268-06-1754225;;
268-06-1019759;;
268-06-1019760;;
268-06-1019761;;
268-06-371567;;
268-06-371568;;
268-06-371569;;
268-06-579695;;
268-06-579696;;
268-06-1694319;;
268-06-1694320;;
268-06-989807;;
268-06-989808;;
268-06-989809;;
268-06-372335;;
268-06-372336;;
268-06-372337;;
268-06-576879;;
268-06-576880;;
268-06-576881;;
268-06-2101103;;
268-06-2101104;;
268-06-2101105;;
268-06-2124143;;
268-06-2124144;;
268-06-2124145;;
268-06-990575;;
268-06-990576;;
268-06-574063;;
268-06-574064;;
268-06-1909103;;
268-06-1909104;;
268-06-1909105;;
268-06-1149551;;
268-06-1149552;;
268-06-1149553;;
268-06-1132143;;
268-06-903791;;
268-06-1132144;;
268-06-903792;;
268-06-1132145;;
268-06-903793;;
268-06-1007471;;
268-06-1007472;;
268-06-1007473;;
268-06-1225327;;
268-06-1225328;;
268-06-1225329;;
268-06-574831;;
268-06-574832;;
268-06-574833;;
268-06-1225583;;
268-06-575599;;
268-06-576367;;
268-06-577391;;
268-06-1225584;;
268-06-575600;;
268-06-576368;;
268-06-577392;;
268-06-575601;;
268-06-576369;;
268-06-577393;;
268-06-375663;;
268-06-375664;;
268-06-1016431;;
268-06-1016432;;
268-06-1010543;;
268-06-1010544;;
268-06-1010545;;
268-06-1001071;;
268-06-1001072;;
268-06-1001073;;
268-06-1009007;;
268-06-1009008;;
268-06-1761135;;
268-06-1761136;;
268-06-1761137;;
268-06-1779823;;
268-06-1779824;;
268-06-1779825;;
268-06-630383;;
268-06-630384;;
268-06-630385;;
268-06-577135;;
268-06-577136;;
268-06-577137;;
268-06-1002607;;
268-06-1002608;;
268-06-1002609;;
268-06-1126767;;
268-06-1126768;;
